ticker,sector,industry
DGE.L,Consumer Defensive,Beverages—Wineries & Distilleries
ELM.L,Basic Materials,Specialty Chemicals
BA.L,Industrials,Aerospace & Defense
SXS.L,Technology,Scientific & Technical Instruments
FGP.L,Industrials,Railroads
MTO.L,Industrials,Specialty Business Services
SPT.L,Technology,Software—Infrastructure
JMAT.L,Basic Materials,Specialty Chemicals
JD.L,Consumer Cyclical,Apparel Retail
KLR.L,Industrials,Engineering & Construction
IPX.L,Financial Services,Asset Management
KIE.L,Industrials,Engineering & Construction
CPG.L,Consumer Cyclical,Restaurants
HWDN.L,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LGEN.L,Financial Services,Asset Management
FOUR.L,Communication Services,Advertising Agencies
OXIG.L,Technology,Semiconductor Equipment & Materials
ABF.L,Consumer Defensive,Packaged Foods
PSON.L,Communication Services,Publishing
PSN.L,Consumer Cyclical,Residential Construction
GBG.L,Technology,Software—Application
SN.L,Healthcare,Medical Devices
GSK.L,Healthcare,Drug Manufacturers—General
VCT.L,Basic Materials,Specialty Chemicals
MGAM.L,Industrials,Specialty Industrial Machinery
MCG.L,Industrials,Railroads
BT-A.L,Communication Services,Telecom Services
MKS.L,Consumer Cyclical,Department Stores
KGF.L,Consumer Cyclical,Home Improvement Retail
STAN.L,Financial Services,Banks—Diversified
HSBA.L,Financial Services,Banks—Diversified
RIO.L,Basic Materials,Other Industrial Metals & Mining
BARC.L,Financial Services,Banks—Diversified
DLG.L,Financial Services,Insurance—Diversified
EMG.L,Financial Services,Asset Management
BKG.L,Consumer Cyclical,Residential Construction
IGG.L,Financial Services,Capital Markets
VSVS.L,Basic Materials,Steel
WPP.L,Communication Services,Advertising Agencies
ESNT.L,Basic Materials,Specialty Chemicals
CRST.L,Consumer Cyclical,Residential Construction
NG.L,Utilities,Utilities—Regulated Electric
888.L,Consumer Cyclical,Gambling
HIK.L,Healthcare,Drug Manufacturers—Specialty & Generic
IDS.L,Industrials,Integrated Freight & Logistics
JUST.L,Financial Services,Insurance—Specialty
BVIC.L,Consumer Defensive,Beverages—Non-Alcoholic
LRE.L,Financial Services,Insurance—Specialty
QQ.L,Industrials,Aerospace & Defense
PETS.L,Consumer Cyclical,Specialty Retail
GEN.L,Industrials,Building Products & Equipment
LSEG.L,Financial Services,Financial Data & Stock Exchanges
ULVR.L,Consumer Defensive,Household & Personal Products
PTEC.L,Consumer Cyclical,Gambling
BME.L,Consumer Defensive,Discount Stores
FAN.L,Industrials,Building Products & Equipment
FDM.L,Technology,Information Technology Services
SSPG.L,Consumer Cyclical,Restaurants
SVS.L,Real Estate,Real Estate Services
SPI.L,Healthcare,Medical Care Facilities
CCC.L,Technology,Information Technology Services
INDV.L,Healthcare,Drug Manufacturers—Specialty & Generic
VOD.L,Communication Services,Telecom Services
INVP.L,Financial Services,Capital Markets
PNN.L,Utilities,Utilities—Regulated Water
WIZZ.L,Industrials,Airlines
PZC.L,Consumer Defensive,Household & Personal Products
EXPN.L,Industrials,Consulting Services
AUTO.L,Communication Services,Internet Content & Information
SVT.L,Utilities,Utilities—Regulated Water
ASHM.L,Financial Services,Asset Management
DNLM.L,Consumer Cyclical,Specialty Retail
HSX.L,Financial Services,Insurance—Property & Casualty
HOC.L,Basic Materials,Gold
KNOS.L,Technology,Software—Application
WTB.L,Consumer Cyclical,Lodging
MRO.L,Industrials,Specialty Industrial Machinery
IBST.L,Basic Materials,Building Materials
SCT.L,Technology,Information Technology Services
NCC.L,Technology,Software—Application
GROW.L,Financial Services,Asset Management
MNDI.L,Basic Materials,Paper & Paper Products
VMUK.L,Financial Services,Banks—Regional
FRAS.L,Consumer Cyclical,Specialty Retail
ASCL.L,Communication Services,Advertising Agencies
BEZ.L,Financial Services,Insurance—Specialty
DOM.L,Consumer Cyclical,Restaurants
DRX.L,Utilities,Utilities—Renewable
HL.L,Financial Services,Asset Management
SRE.L,Real Estate,Real Estate Services
IHG.L,Consumer Cyclical,Lodging
HFG.L,Consumer Defensive,Packaged Foods
SMIN.L,Industrials,Specialty Industrial Machinery
AAL.L,Basic Materials,Other Industrial Metals & Mining
CPI.L,Industrials,Specialty Business Services
MONY.L,Communication Services,Internet Content & Information
DEC.L,Energy,Oil & Gas E&P
RKT.L,Consumer Defensive,Household & Personal Products
BOWL.L,Consumer Cyclical,Leisure
RMV.L,Communication Services,Internet Content & Information
REL.L,Industrials,Specialty Business Services
PAG.L,Financial Services,Mortgage Finance
CTEC.L,Healthcare,Medical Instruments & Supplies
TIFS.L,Consumer Cyclical,Auto Parts
SMWH.L,Consumer Cyclical,Specialty Retail
IWG.L,Real Estate,Real Estate Services
FRES.L,Basic Materials,Other Precious Metals & Mining
UU.L,Utilities,Utilities—Regulated Water
BOY.L,Industrials,Specialty Industrial Machinery
GRG.L,Consumer Defensive,Grocery Stores
IHP.L,Financial Services,Asset Management
JTC.L,Financial Services,Asset Management
ENOG.L,Energy,Oil & Gas E&P
PHNX.L,Financial Services,Insurance—Life
SFOR.L,Communication Services,Advertising Agencies
AML.L,Consumer Cyclical,Auto Manufacturers
ONT.L,Healthcare,Biotechnology
INF.L,Communication Services,Publishing
WOSG.L,Consumer Cyclical,Luxury Goods
AJB.L,Financial Services,Asset Management
AAF.L,Communication Services,Telecom Services
TRN.L,Consumer Cyclical,Travel Services
REDD.L,Industrials,Rental & Leasing Services
MNG.L,Financial Services,Asset Management
HTWS.L,Communication Services,Telecom Services
N91.L,Financial Services,Asset Management
THG.L,Consumer Cyclical,Internet Retail
CRE.L,Financial Services,Insurance—Reinsurance
OSB.L,Financial Services,Mortgage Finance
BYIT.L,Technology,Software—Infrastructure
TCAP.L,Financial Services,Capital Markets
DOCS.L,Consumer Cyclical,Footwear & Accessories
MOON.L,Consumer Cyclical,Specialty Retail
ATG.L,Technology,Software—Application
ROO.L,Consumer Cyclical,Internet Retail
HBR.L,Energy,Oil & Gas E&P
TRST.L,Technology,Software—Application
DARK.L,Technology,Software—Infrastructure
BPT.L,Financial Services,Asset Management
ENQ.L,Energy,Oil & Gas E&P
INCH.L,Consumer Cyclical,Auto & Truck Dealerships
8750.T,Financial Services,Insurance—Life
9413.T,Communication Services,Broadcasting
4927.T,Consumer Defensive,Household & Personal Products
4578.T,Healthcare,Drug Manufacturers—General
2229.T,Consumer Defensive,Packaged Foods
4552.T,Healthcare,Drug Manufacturers—General
7817.T,Healthcare,Medical Instruments & Supplies
4581.T,Healthcare,Drug Manufacturers—Specialty & Generic
3659.T,Communication Services,Electronic Gaming & Multimedia
6055.T,Industrials,Engineering & Construction
8771.T,Financial Services,Credit Services
6523.T,Healthcare,Medical Devices
5076.T,Industrials,Engineering & Construction
4373.T,Industrials,Consulting Services
9247.T,Industrials,Waste Management
9147.T,Industrials,Integrated Freight & Logistics
2585.T,Consumer Defensive,Beverages—Non-Alcoholic
7163.T,Financial Services,Banks—Regional
5830.T,Financial Services,Banks—Regional
5831.T,Financial Services,Banks—Regional
6526.T,Industrials,Electrical Equipment & Parts
6058.T,Communication Services,Advertising Agencies
8410.T,Financial Services,Banks—Regional
4974.T,Healthcare,Biotechnology
7839.T,Consumer Cyclical,Leisure
8698.T,Financial Services,Capital Markets
6266.T,Technology,Electronic Components
9513.T,Utilities,Utilities—Renewable
6460.T,Communication Services,Electronic Gaming & Multimedia
9048.T,Industrials,Conglomerates
6474.T,Industrials,Tools & Accessories
9044.T,Industrials,Railroads
6269.T,Energy,Oil & Gas Equipment & Services
6723.T,Technology,Semiconductors
3349.T,Healthcare,Pharmaceutical Retailers
2412.T,Industrials,Staffing & Employment Services
2413.T,Healthcare,Health Information Services
2317.T,Technology,Information Technology Services
8331.T,Financial Services,Banks—Regional
6366.T,Industrials,Engineering & Construction
4922.T,Consumer Defensive,Household & Personal Products
9504.T,Utilities,Utilities—Renewable
4617.T,Basic Materials,Specialty Chemicals
4519.T,Healthcare,Drug Manufacturers—General
7762.T,Industrials,Conglomerates
4694.T,Healthcare,Diagnostics & Research
8766.T,Financial Services,Insurance—Property & Casualty
8194.T,Consumer Defensive,Grocery Stores
4912.T,Consumer Defensive,Household & Personal Products
7246.T,Consumer Cyclical,Auto Parts
2281.T,Consumer Defensive,Food Distribution
1662.T,Energy,Oil & Gas E&P
9021.T,Industrials,Railroads
9831.T,Consumer Cyclical,Specialty Retail
2267.T,Consumer Defensive,Beverages—Non-Alcoholic
7272.T,Consumer Cyclical,Auto Manufacturers
4503.T,Healthcare,Drug Manufacturers—General
5444.T,Basic Materials,Steel
2212.T,Consumer Defensive,Packaged Foods
6845.T,Industrials,Specialty Industrial Machinery
9064.T,Industrials,Trucking
8279.T,Consumer Defensive,Grocery Stores
6506.T,Industrials,Electrical Equipment & Parts
5101.T,Consumer Cyclical,Auto Parts
6800.T,Technology,Electronic Components
6875.T,Technology,Semiconductors
4704.T,Technology,Software—Infrastructure
9613.T,Technology,Information Technology Services
4751.T,Communication Services,Advertising Agencies
4062.T,Technology,Electronic Components
6908.T,Technology,Electronic Components
4028.T,Basic Materials,Specialty Chemicals
7013.T,Industrials,Specialty Industrial Machinery
7202.T,Consumer Cyclical,Auto Manufacturers
8001.T,Industrials,Conglomerates
8273.T,Consumer Cyclical,Department Stores
8088.T,Industrials,Conglomerates
6807.T,Technology,Electronic Components
6951.T,Technology,Scientific & Technical Instruments
4114.T,Basic Materials,Chemicals
5631.T,Industrials,Specialty Industrial Machinery
4185.T,Basic Materials,Specialty Chemicals
8595.T,Financial Services,Asset Management
9706.T,Industrials,Airports & Air Services
9983.T,Consumer Cyclical,Apparel Retail
7296.T,Consumer Cyclical,Auto Parts
8306.T,Financial Services,Banks—Diversified
4681.T,Consumer Cyclical,Resorts & Casinos
7867.T,Consumer Cyclical,Leisure
2502.T,Consumer Defensive,Beverages—Brewers
3407.T,Basic Materials,Chemicals
4401.T,Basic Materials,Specialty Chemicals
5201.T,Basic Materials,Specialty Chemicals
6952.T,Technology,Consumer Electronics
9022.T,Industrials,Railroads
4044.T,Basic Materials,Building Materials
8411.T,Financial Services,Banks—Regional
8253.T,Financial Services,Credit Services
2768.T,Industrials,Conglomerates
8802.T,Real Estate,Real Estate—Diversified
9301.T,Industrials,Integrated Freight & Logistics
4182.T,Basic Materials,Specialty Chemicals
6503.T,Industrials,Electrical Equipment & Parts
7011.T,Industrials,Specialty Industrial Machinery
5711.T,Basic Materials,Other Industrial Metals & Mining
8031.T,Industrials,Conglomerates
5706.T,Industrials,Conglomerates
6966.T,Technology,Semiconductors
9104.T,Industrials,Marine Shipping
8801.T,Real Estate,Real Estate—Diversified
9302.T,Industrials,Integrated Freight & Logistics
6005.T,Industrials,Specialty Industrial Machinery
7211.T,Consumer Cyclical,Auto Manufacturers
6728.T,Industrials,Specialty Industrial Machinery
8920.T,Consumer Cyclical,Leisure
3941.T,Consumer Cyclical,Packaging & Containers
7752.T,Industrials,Business Equipment & Supplies
5947.T,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
6925.T,Industrials,Specialty Industrial Machinery
9956.T,Consumer Cyclical,Department Stores
5423.T,Basic Materials,Steel
9005.T,Consumer Cyclical,Department Stores
3402.T,Consumer Cyclical,Textile Manufacturing
5332.T,Industrials,Building Products & Equipment
4553.T,Healthcare,Drug Manufacturers—Specialty & Generic
6330.T,Industrials,Engineering & Construction
2875.T,Consumer Defensive,Packaged Foods
5105.T,Consumer Cyclical,Auto Parts
5938.T,Industrials,Building Products & Equipment
4042.T,Basic Materials,Chemicals
7261.T,Consumer Cyclical,Auto Manufacturers
3101.T,Basic Materials,Specialty Chemicals
6201.T,Industrials,Farm & Heavy Construction Machinery
7282.T,Consumer Cyclical,Auto Parts
8015.T,Industrials,Conglomerates
3116.T,Consumer Cyclical,Auto Parts
7203.T,Consumer Cyclical,Auto Manufacturers
9715.T,Technology,Information Technology Services
6371.T,Industrials,Specialty Industrial Machinery
4540.T,Healthcare,Drug Manufacturers—Specialty & Generic
4208.T,Basic Materials,Specialty Chemicals
8113.T,Consumer Defensive,Household & Personal Products
6752.T,Technology,Consumer Electronics
9744.T,Industrials,Staffing & Employment Services
5017.T,Energy,Oil & Gas Refining & Marketing
4689.T,Consumer Cyclical,Internet Retail
7518.T,Technology,Information Technology Services
4676.T,Communication Services,Broadcasting
7552.T,Consumer Cyclical,Specialty Retail
9793.T,Industrials,Waste Management
8114.T,Consumer Cyclical,Apparel Manufacturing
2651.T,Consumer Defensive,Discount Stores
4768.T,Technology,Electronics & Computer Distribution
8593.T,Financial Services,Credit Services
7532.T,Consumer Defensive,Discount Stores
6146.T,Technology,Semiconductor Equipment & Materials
7716.T,Healthcare,Medical Instruments & Supplies
2206.T,Consumer Defensive,Packaged Foods
7966.T,Basic Materials,Specialty Chemicals
9008.T,Industrials,Conglomerates
9009.T,Industrials,Railroads
9616.T,Consumer Cyclical,Lodging
2801.T,Consumer Defensive,Packaged Foods
6861.T,Technology,Scientific & Technical Instruments
1944.T,Industrials,Engineering & Construction
4547.T,Healthcare,Drug Manufacturers—Specialty & Generic
7276.T,Consumer Cyclical,Auto Parts
6301.T,Industrials,Farm & Heavy Construction Machinery
9766.T,Communication Services,Electronic Gaming & Multimedia
4902.T,Industrials,Business Equipment & Supplies
1861.T,Industrials,Engineering & Construction
4996.T,Basic Materials,Agricultural Inputs
3405.T,Basic Materials,Chemicals
4023.T,Basic Materials,Specialty Chemicals
6370.T,Industrials,Pollution & Treatment Controls
4716.T,Technology,Software—Application
6448.T,Industrials,Business Equipment & Supplies
4967.T,Consumer Defensive,Household & Personal Products
2670.T,Consumer Cyclical,Apparel Retail
2678.T,Consumer Cyclical,Internet Retail
4812.T,Technology,Information Technology Services
9020.T,Industrials,Railroads
2685.T,Consumer Cyclical,Apparel Manufacturing
4816.T,Communication Services,Entertainment
7717.T,Technology,Scientific & Technical Instruments
6787.T,Technology,Electronic Components
6361.T,Industrials,Specialty Industrial Machinery
2702.T,Consumer Cyclical,Restaurants
8111.T,Consumer Cyclical,Apparel Manufacturing
4293.T,Communication Services,Advertising Agencies
7205.T,Industrials,Farm & Heavy Construction Machinery
6806.T,Technology,Electronic Components
6501.T,Industrials,Conglomerates
7004.T,Industrials,Pollution & Treatment Controls
6810.T,Technology,Consumer Electronics
6305.T,Industrials,Farm & Heavy Construction Machinery
9509.T,Utilities,Utilities—Renewable
8309.T,Financial Services,Banks—Regional
9505.T,Utilities,Utilities—Regulated Electric
7267.T,Consumer Cyclical,Auto Manufacturers
6856.T,Technology,Scientific & Technical Instruments
6135.T,Industrials,Specialty Industrial Machinery
6586.T,Industrials,Tools & Accessories
4917.T,Consumer Defensive,Household & Personal Products
8316.T,Financial Services,Banks—Diversified
6432.T,Industrials,Farm & Heavy Construction Machinery
6871.T,Technology,Semiconductor Equipment & Materials
8002.T,Industrials,Conglomerates
5463.T,Basic Materials,Steel
8439.T,Industrials,Rental & Leasing Services
2782.T,Consumer Defensive,Discount Stores
1893.T,Industrials,Engineering & Construction
9984.T,Communication Services,Telecom Services
9065.T,Industrials,Integrated Freight & Logistics
6417.T,Consumer Cyclical,Gambling
4536.T,Healthcare,Drug Manufacturers—General
5929.T,Industrials,Building Products & Equipment
4471.T,Basic Materials,Specialty Chemicals
2501.T,Consumer Defensive,Beverages—Brewers
6287.T,Industrials,Business Equipment & Supplies
7459.T,Healthcare,Medical Distribution
3401.T,Industrials,Conglomerates
6869.T,Healthcare,Medical Instruments & Supplies
4543.T,Healthcare,Medical Instruments & Supplies
1860.T,Industrials,Engineering & Construction
5301.T,Basic Materials,Specialty Chemicals
6995.T,Consumer Cyclical,Auto Parts
9401.T,Communication Services,Broadcasting
7732.T,Technology,Scientific & Technical Instruments
7729.T,Technology,Semiconductor Equipment & Materials
4186.T,Technology,Electronic Components
9001.T,Industrials,Railroads
9602.T,Communication Services,Entertainment
9506.T,Utilities,Utilities—Renewable
9501.T,Utilities,Utilities—Renewable
8804.T,Real Estate,Real Estate Services
9531.T,Utilities,Utilities—Regulated Gas
8129.T,Healthcare,Medical Distribution
8035.T,Technology,Semiconductor Equipment & Materials
4043.T,Basic Materials,Specialty Chemicals
7309.T,Consumer Cyclical,Leisure
6967.T,Technology,Semiconductor Equipment & Materials
4911.T,Consumer Defensive,Household & Personal Products
4004.T,Basic Materials,Chemicals
9989.T,Healthcare,Pharmaceutical Retailers
6143.T,Industrials,Specialty Industrial Machinery
6758.T,Technology,Consumer Electronics
7259.T,Consumer Cyclical,Auto Parts
2802.T,Consumer Defensive,Packaged Foods
9202.T,Industrials,Airlines
6770.T,Technology,Electronic Components
6113.T,Industrials,Specialty Industrial Machinery
7936.T,Consumer Cyclical,Footwear & Accessories
6918.T,Technology,Computer Hardware
5844.T,Financial Services,Banks—Regional
4921.T,Consumer Defensive,Household & Personal Products
5108.T,Consumer Cyclical,Auto Parts
7220.T,Consumer Cyclical,Auto Parts
4684.T,Technology,Software—Application
5021.T,Energy,Oil & Gas Integrated
4755.T,Consumer Cyclical,Internet Retail
5714.T,Basic Materials,Other Industrial Metals & Mining
4549.T,Healthcare,Medical Devices
4523.T,Healthcare,Drug Manufacturers—Specialty & Generic
8473.T,Financial Services,Financial Conglomerates
4061.T,Basic Materials,Chemicals
4971.T,Basic Materials,Specialty Chemicals
2695.T,Consumer Cyclical,Restaurants
4368.T,Basic Materials,Chemicals
4849.T,Industrials,Staffing & Employment Services
7730.T,Healthcare,Medical Instruments & Supplies
6890.T,Technology,Semiconductors
6504.T,Industrials,Electrical Equipment & Parts
7270.T,Consumer Cyclical,Auto Manufacturers
4901.T,Industrials,Conglomerates
